Variable,All,Discharged,Death,Censored
   ↳ Hepatomegaly,   5 ( 1.1) |  455,  2 ( 2.2) |  93,  2 ( 1.1) | 190,  1 ( 0.6) | 172
   ↳ Increased thirst (Polydipsia),   6 ( 1.3) |  455,  1 ( 1.1) |  93,  4 ( 2.1) | 190,  1 ( 0.6) | 172
   ↳ Increased urination (polyuria),   1 ( 0.2) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Irritability,  15 ( 3.3) |  455,  3 ( 3.2) |  93,  5 ( 2.6) | 190,  7 ( 4.1) | 172
   ↳ Itchy eye,   9 ( 2.0) |  455,  1 ( 1.1) |  93,  3 ( 1.6) | 190,  5 ( 2.9) | 172
   ↳ Jaundice,  11 ( 2.4) |  455,  2 ( 2.2) |  93,  4 ( 2.1) | 190,  5 ( 2.9) | 172
   ↳ Joint pain (Arthralgia),  11 ( 2.4) |  455,  3 ( 3.2) |  93,  7 ( 3.7) | 190,  1 ( 0.6) | 172
   ↳ Limb weakness / paralysis (Monoplegia),   2 ( 0.4) |  455,  0 ( 0.0) |  93,  2 ( 1.1) | 190,  0 ( 0.0) | 172
   ↳ Localized edema,   8 ( 1.8) |  455,  2 ( 2.2) |  93,  2 ( 1.1) | 190,  4 ( 2.3) | 172
   ↳ Loss of appetite (Anorexia),   5 ( 1.1) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  3 ( 1.7) | 172
   ↳ Loss of smell (Anosmia),  12 ( 2.6) |  455,  1 ( 1.1) |  93,  3 ( 1.6) | 190,  8 ( 4.7) | 172
   ↳ Loss of taste (Parageusia),  10 ( 2.2) |  455,  3 ( 3.2) |  93,  3 ( 1.6) | 190,  4 ( 2.3) | 172
   ↳ Lymphadenitis,   9 ( 2.0) |  455,  1 ( 1.1) |  93,  5 ( 2.6) | 190,  3 ( 1.7) | 172
   ↳ Mouth ulcers (Recurrent oral aphthae),   6 ( 1.3) |  455,  0 ( 0.0) |  93,  5 ( 2.6) | 190,  1 ( 0.6) | 172
   ↳ Mucosal lesion,   7 ( 1.5) |  455,  1 ( 1.1) |  93,  2 ( 1.1) | 190,  4 ( 2.3) | 172
   ↳ Muscle weakness,   3 ( 0.7) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  2 ( 1.2) | 172
   ↳ Nasal congestion,   2 ( 0.4) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  1 ( 0.6) | 172
   ↳ Pain during urination (Dysuria),   6 ( 1.3) |  455,  1 ( 1.1) |  93,  2 ( 1.1) | 190,  3 ( 1.7) | 172
   ↳ Pallor,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  0 ( 0.0) | 190,  1 ( 0.6) | 172
   ↳ Palpitations,   3 ( 0.7) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  1 ( 0.6) | 172
   ↳ Paresthesia of skin,   6 ( 1.3) |  455,  0 ( 0.0) |  93,  5 ( 2.6) | 190,  1 ( 0.6) | 172
   ↳ Pruritus,   5 ( 1.1) |  455,  0 ( 0.0) |  93,  3 ( 1.6) | 190,  2 ( 1.2) | 172
   ↳ Rapid heart beat/Pulse (Tachycardia),   4 ( 0.9) |  455,  0 ( 0.0) |  93,  2 ( 1.1) | 190,  2 ( 1.2) | 172
   ↳ Rashes or skin lesions,  11 ( 2.4) |  455,  2 ( 2.2) |  93,  6 ( 3.2) | 190,  3 ( 1.7) | 172
   ↳ Retention of urine,  14 ( 3.1) |  455,  3 ( 3.2) |  93,  4 ( 2.1) | 190,  7 ( 4.1) | 172
   ↳ Shortness of breath (Dyspnea),   3 ( 0.7) |  455,  1 ( 1.1) |  93,  2 ( 1.1) | 190,  0 ( 0.0) | 172
   ↳ Skin lesion,   6 ( 1.3) |  455,  1 ( 1.1) |  93,  4 ( 2.1) | 190,  1 ( 0.6) | 172
   ↳ Skin rash,   4 ( 0.9) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  2 ( 1.2) | 172
   ↳ Sleep disorder,   2 ( 0.4) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  1 ( 0.6) | 172
   ↳ Sneezing,   2 ( 0.4) |  455,  0 ( 0.0) |  93,  2 ( 1.1) | 190,  0 ( 0.0) | 172
   ↳ Sore throat (Pain in throat),   5 ( 1.1) |  455,  1 ( 1.1) |  93,  3 ( 1.6) | 190,  1 ( 0.6) | 172
   ↳ Speech disturbances,  10 ( 2.2) |  455,  2 ( 2.2) |  93,  6 ( 3.2) | 190,  2 ( 1.2) | 172
   ↳ Spontaneous bruising (Spontaneous ecchymoses),   2 ( 0.4) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  1 ( 0.6) | 172
   ↳ Sweating (hyperhidrosis),   8 ( 1.8) |  455,  2 ( 2.2) |  93,  4 ( 2.1) | 190,  2 ( 1.2) | 172
   ↳ Swollen lymph nodes (Enlarged lymph nodes),   5 ( 1.1) |  455,  1 ( 1.1) |  93,  3 ( 1.6) | 190,  1 ( 0.6) | 172
   ↳ Tinnitus,   5 ( 1.1) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  3 ( 1.7) | 172
   ↳ Tremor,   6 ( 1.3) |  455,  0 ( 0.0) |  93,  4 ( 2.1) | 190,  2 ( 1.2) | 172
   ↳ Urinary incontinence,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Visual disturbances,   5 ( 1.1) |  455,  3 ( 3.2) |  93,  2 ( 1.1) | 190,  0 ( 0.0) | 172
   ↳ Wheezing,  14 ( 3.1) |  455,  2 ( 2.2) |  93,  8 ( 4.2) | 190,  4 ( 2.3) | 172
   ↳ Other,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  0 ( 0.0) | 190,  1 ( 0.6) | 172
<b>Any additional other sign(s) or symptom(s) ?</b> (*), 272 (60.3) |  451, 54 (55.7) |  97,117 (62.6) | 187,101 (60.5) | 167
<b>>Select additional other sign(s) or symptom(s) 2</b> (*),,,,
   ↳ Abdominal pain,   7 ( 2.7) |  258,  2 ( 3.8) |  52,  3 ( 2.7) | 110,  2 ( 2.1) |  96
   ↳ Abnormal weight loss,   4 ( 1.6) |  258,  1 ( 1.9) |  52,  2 ( 1.8) | 110,  1 ( 1.0) |  96
   ↳ Altered consciousness / Confusion (Disorientation),   9 ( 3.5) |  258,  4 ( 7.7) |  52,  3 ( 2.7) | 110,  2 ( 2.1) |  96
   ↳ Anorexia,   9 ( 3.5) |  258,  2 ( 3.8) |  52,  5 ( 4.5) | 110,  2 ( 2.1) |  96
   ↳ Apnoea,   3 ( 1.2) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Bruising (Spontaneous ecchymoses),   1 ( 0.4) |  258,  0 ( 0.0) |  52,  0 ( 0.0) | 110,  1 ( 1.0) |  96
   ↳ Can't feel one side of the body or face (Hemiplegia),   1 ( 0.4) |  258,  0 ( 0.0) |  52,  0 ( 0.0) | 110,  1 ( 1.0) |  96
   ↳ Can't fully move or control movement (Paralytic syndrome),   4 ( 1.6) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Changes in menstruation (Irregular menstruation),   2 ( 0.8) |  258,  1 ( 1.9) |  52,  0 ( 0.0) | 110,  1 ( 1.0) |  96
   ↳ Changes in skin texture,   6 ( 2.3) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  4 ( 4.2) |  96
   ↳ Chest pain on breathing,   2 ( 0.8) |  258,  2 ( 3.8) |  52,  0 ( 0.0) | 110,  0 ( 0.0) |  96
   ↳ Constipation,   7 ( 2.7) |  258,  1 ( 1.9) |  52,  2 ( 1.8) | 110,  4 ( 4.2) |  96
   ↳ Convulsions,   1 ( 0.4) |  258,  0 ( 0.0) |  52,  0 ( 0.0) | 110,  1 ( 1.0) |  96
   ↳ Cough,   5 ( 1.9) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  3 ( 3.1) |  96
   ↳ Diarrhea,   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Difficulty eating or drinking (Dysphagia),   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Difficulty in walking,   5 ( 1.9) |  258,  1 ( 1.9) |  52,  3 ( 2.7) | 110,  1 ( 1.0) |  96
   ↳ Disorders of nose and nasal sinuses,   3 ( 1.2) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Disturbance in attention (Altered mental status),   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Dizziness/light headedness (Dizziness and giddiness),   5 ( 1.9) |  258,  2 ( 3.8) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Dry skin (Xerosis cutis),   3 ( 1.2) |  258,  1 ( 1.9) |  52,  0 ( 0.0) | 110,  2 ( 2.1) |  96
   ↳ Erectile dysfunction,   5 ( 1.9) |  258,  1 ( 1.9) |  52,  3 ( 2.7) | 110,  1 ( 1.0) |  96
   ↳ Fainting / blackouts (Syncope and collapse),   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Fecal incontinence,   2 ( 0.8) |  258,  1 ( 1.9) |  52,  0 ( 0.0) | 110,  1 ( 1.0) |  96
   ↳ Fever,   5 ( 1.9) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  3 ( 3.1) |  96
   ↳ Gastrointestinal bleeding (Gastrointestinal hemorrhage),   4 ( 1.6) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Headache,   3 ( 1.2) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Increased thirst (Polydipsia),   7 ( 2.7) |  258,  1 ( 1.9) |  52,  4 ( 3.6) | 110,  2 ( 2.1) |  96
   ↳ Increased urination (polyuria),   4 ( 1.6) |  258,  1 ( 1.9) |  52,  3 ( 2.7) | 110,  0 ( 0.0) |  96
   ↳ Irritability,   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Itchy eye,   2 ( 0.8) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  0 ( 0.0) |  96
   ↳ Jaundice,   4 ( 1.6) |  258,  0 ( 0.0) |  52,  4 ( 3.6) | 110,  0 ( 0.0) |  96
   ↳ Joint pain (Arthralgia),   3 ( 1.2) |  258,  1 ( 1.9) |  52,  2 ( 1.8) | 110,  0 ( 0.0) |  96
   ↳ Keratitis,   9 ( 3.5) |  258,  3 ( 5.8) |  52,  3 ( 2.7) | 110,  3 ( 3.1) |  96
   ↳ Limb weakness / paralysis (Monoplegia),   6 ( 2.3) |  258,  2 ( 3.8) |  52,  2 ( 1.8) | 110,  2 ( 2.1) |  96
   ↳ Localized edema,   2 ( 0.8) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  0 ( 0.0) |  96
   ↳ Loss of appetite (Anorexia),   6 ( 2.3) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  4 ( 4.2) |  96
   ↳ Loss of taste (Parageusia),   8 ( 3.1) |  258,  2 ( 3.8) |  52,  3 ( 2.7) | 110,  3 ( 3.1) |  96
   ↳ Lymphadenitis,   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Malaise and fatigue,   5 ( 1.9) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  4 ( 4.2) |  96
   ↳ Mouth ulcers (Recurrent oral aphthae),   2 ( 0.8) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  0 ( 0.0) |  96
   ↳ Mucosal lesion,   3 ( 1.2) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  1 ( 1.0) |  96
   ↳ Nasal congestion,   3 ( 1.2) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  1 ( 1.0) |  96
   ↳ Nausea or vomiting,   5 ( 1.9) |  258,  2 ( 3.8) |  52,  3 ( 2.7) | 110,  0 ( 0.0) |  96
   ↳ Pain during urination (Dysuria),   1 ( 0.4) |  258,  1 ( 1.9) |  52,  0 ( 0.0) | 110,  0 ( 0.0) |  96
   ↳ Pallor,   2 ( 0.8) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  1 ( 1.0) |  96
   ↳ Palpitations,   3 ( 1.2) |  258,  2 ( 3.8) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Paresthesia of skin,   4 ( 1.6) |  258,  2 ( 3.8) |  52,  1 ( 0.9) | 110,  1 ( 1.0) |  96
   ↳ Problems swallowing or chewing (Dysphagia),   7 ( 2.7) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  5 ( 5.2) |  96
   ↳ Pruritus,   3 ( 1.2) |  258,  1 ( 1.9) |  52,  2 ( 1.8) | 110,  0 ( 0.0) |  96
   ↳ Rapid heart beat/Pulse (Tachycardia),   4 ( 1.6) |  258,  1 ( 1.9) |  52,  2 ( 1.8) | 110,  1 ( 1.0) |  96
   ↳ Rashes or skin lesions,   4 ( 1.6) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  3 ( 3.1) |  96
   ↳ Retention of urine,   1 ( 0.4) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  0 ( 0.0) |  96
   ↳ Skin lesion,   6 ( 2.3) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  4 ( 4.2) |  96
   ↳ Skin rash,   4 ( 1.6) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  2 ( 2.1) |  96
   ↳ Sneezing,   2 ( 0.8) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  1 ( 1.0) |  96
   ↳ Sore throat (Pain in throat),   6 ( 2.3) |  258,  1 ( 1.9) |  52,  1 ( 0.9) | 110,  4 ( 4.2) |  96
   ↳ Speech disturbances,   6 ( 2.3) |  258,  0 ( 0.0) |  52,  4 ( 3.6) | 110,  2 ( 2.1) |  96
   ↳ Sweating (hyperhidrosis),   3 ( 1.2) |  258,  1 ( 1.9) |  52,  2 ( 1.8) | 110,  0 ( 0.0) |  96
   ↳ Swollen lymph nodes (Enlarged lymph nodes),   7 ( 2.7) |  258,  1 ( 1.9) |  52,  5 ( 4.5) | 110,  1 ( 1.0) |  96
   ↳ Tinnitus,   5 ( 1.9) |  258,  2 ( 3.8) |  52,  2 ( 1.8) | 110,  1 ( 1.0) |  96
   ↳ Tremor,   6 ( 2.3) |  258,  1 ( 1.9) |  52,  3 ( 2.7) | 110,  2 ( 2.1) |  96
   ↳ Urinary incontinence,   5 ( 1.9) |  258,  0 ( 0.0) |  52,  2 ( 1.8) | 110,  3 ( 3.1) |  96
   ↳ Visual disturbances,   6 ( 2.3) |  258,  0 ( 0.0) |  52,  4 ( 3.6) | 110,  2 ( 2.1) |  96
   ↳ Other,   2 ( 0.8) |  258,  0 ( 0.0) |  52,  1 ( 0.9) | 110,  1 ( 1.0) |  96
<b>>Any additional other sign(s) or symptom(s) ?</b> (*), 199 (83.3) |  239, 40 (83.3) |  48, 87 (84.5) | 103, 72 (81.8) |  88
<b>->Select additional other sign(s) or symptom(s) 3</b> (*),,,,
   ↳ Abdominal pain,   4 ( 2.1) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  2 ( 2.9) |  69
   ↳ Alopecia (Nonscarring hair loss),   6 ( 3.2) |  190,  2 ( 5.3) |  38,  2 ( 2.4) |  83,  2 ( 2.9) |  69
   ↳ Anorexia,   5 ( 2.6) |  190,  1 ( 2.6) |  38,  3 ( 3.6) |  83,  1 ( 1.4) |  69
   ↳ Apnoea,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Ascites,   4 ( 2.1) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  2 ( 2.9) |  69
   ↳ Bleeding (Haemorrhage),   3 ( 1.6) |  190,  0 ( 0.0) |  38,  3 ( 3.6) |  83,  0 ( 0.0) |  69
   ↳ Can't feel one side of the body or face (Hemiplegia),   4 ( 2.1) |  190,  2 ( 5.3) |  38,  0 ( 0.0) |  83,  2 ( 2.9) |  69
   ↳ Changes in menstruation (Irregular menstruation),   5 ( 2.6) |  190,  1 ( 2.6) |  38,  2 ( 2.4) |  83,  2 ( 2.9) |  69
   ↳ Changes in skin texture,   2 ( 1.1) |  190,  1 ( 2.6) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Chest pain,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Cognitive impairment (Unspecified intellectual disabilities),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Constipation,   4 ( 2.1) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  2 ( 2.9) |  69
   ↳ Convulsions,   5 ( 2.6) |  190,  2 ( 5.3) |  38,  2 ( 2.4) |  83,  1 ( 1.4) |  69
   ↳ Cough,   3 ( 1.6) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  1 ( 1.4) |  69
   ↳ Diarrhea,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Difficulty eating or drinking (Dysphagia),   3 ( 1.6) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  2 ( 2.9) |  69
   ↳ Difficulty in walking,   3 ( 1.6) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  2 ( 2.9) |  69
   ↳ Disturbance in attention (Altered mental status),   3 ( 1.6) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  2 ( 2.9) |  69
   ↳ Dizziness/light headedness (Dizziness and giddiness),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Dry skin (Xerosis cutis),   5 ( 2.6) |  190,  1 ( 2.6) |  38,  3 ( 3.6) |  83,  1 ( 1.4) |  69
   ↳ Ear pain (Otalgia),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Erectile dysfunction,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Fainting / blackouts (Syncope and collapse),   6 ( 3.2) |  190,  0 ( 0.0) |  38,  3 ( 3.6) |  83,  3 ( 4.3) |  69
   ↳ Fecal incontinence,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Feeding difficulty,   4 ( 2.1) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  2 ( 2.9) |  69
   ↳ Fever,   2 ( 1.1) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  0 ( 0.0) |  69
   ↳ Headache,   7 ( 3.7) |  190,  1 ( 2.6) |  38,  4 ( 4.8) |  83,  2 ( 2.9) |  69
   ↳ Hepatomegaly,   6 ( 3.2) |  190,  1 ( 2.6) |  38,  3 ( 3.6) |  83,  2 ( 2.9) |  69
   ↳ Increased thirst (Polydipsia),   4 ( 2.1) |  190,  1 ( 2.6) |  38,  2 ( 2.4) |  83,  1 ( 1.4) |  69
   ↳ Increased urination (polyuria),   3 ( 1.6) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  1 ( 1.4) |  69
   ↳ Itchy eye,   2 ( 1.1) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  1 ( 1.4) |  69
   ↳ Joint pain (Arthralgia),   6 ( 3.2) |  190,  3 ( 7.9) |  38,  1 ( 1.2) |  83,  2 ( 2.9) |  69
   ↳ Keratitis,   1 ( 0.5) |  190,  1 ( 2.6) |  38,  0 ( 0.0) |  83,  0 ( 0.0) |  69
   ↳ Limb weakness / paralysis (Monoplegia),   2 ( 1.1) |  190,  1 ( 2.6) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Localized edema,   2 ( 1.1) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  0 ( 0.0) |  69
   ↳ Loss of appetite (Anorexia),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Loss of smell (Anosmia),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Lymphadenitis,   3 ( 1.6) |  190,  2 ( 5.3) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Muscle aches (Myalgia),   1 ( 0.5) |  190,  1 ( 2.6) |  38,  0 ( 0.0) |  83,  0 ( 0.0) |  69
   ↳ Muscle weakness,   2 ( 1.1) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  1 ( 1.4) |  69
   ↳ Nasal congestion,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Nausea or vomiting,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Pain during urination (Dysuria),   6 ( 3.2) |  190,  0 ( 0.0) |  38,  4 ( 4.8) |  83,  2 ( 2.9) |  69
   ↳ Pallor,   4 ( 2.1) |  190,  1 ( 2.6) |  38,  2 ( 2.4) |  83,  1 ( 1.4) |  69
   ↳ Palpitations,   5 ( 2.6) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  3 ( 4.3) |  69
   ↳ Paresthesia of skin,   2 ( 1.1) |  190,  1 ( 2.6) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Problems swallowing or chewing (Dysphagia),   2 ( 1.1) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Pruritus,   3 ( 1.6) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  1 ( 1.4) |  69
   ↳ Rapid heart beat/Pulse (Tachycardia),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Rashes or skin lesions,   5 ( 2.6) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  3 ( 4.3) |  69
   ↳ Retention of urine,   5 ( 2.6) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  3 ( 4.3) |  69
   ↳ Shortness of breath (Dyspnea),   4 ( 2.1) |  190,  2 ( 5.3) |  38,  2 ( 2.4) |  83,  0 ( 0.0) |  69
   ↳ Skin lesion,   2 ( 1.1) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Skin rash,   9 ( 4.7) |  190,  2 ( 5.3) |  38,  3 ( 3.6) |  83,  4 ( 5.8) |  69
   ↳ Sleep disorder,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Sneezing,   2 ( 1.1) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Sore throat (Pain in throat),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  0 ( 0.0) |  69
   ↳ Spontaneous bruising (Spontaneous ecchymoses),   1 ( 0.5) |  190,  0 ( 0.0) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Sweating (hyperhidrosis),   1 ( 0.5) |  190,  1 ( 2.6) |  38,  0 ( 0.0) |  83,  0 ( 0.0) |  69
   ↳ Swollen lymph nodes (Enlarged lymph nodes),   3 ( 1.6) |  190,  1 ( 2.6) |  38,  1 ( 1.2) |  83,  1 ( 1.4) |  69
   ↳ Tinnitus,   3 ( 1.6) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  2 ( 2.9) |  69
   ↳ Tremor,   1 ( 0.5) |  190,  0 ( 0.0) |  38,  0 ( 0.0) |  83,  1 ( 1.4) |  69
   ↳ Urinary incontinence,   2 ( 1.1) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  0 ( 0.0) |  69
   ↳ Visual disturbances,   2 ( 1.1) |  190,  0 ( 0.0) |  38,  1 ( 1.2) |  83,  1 ( 1.4) |  69
   ↳ Wheezing,   3 ( 1.6) |  190,  0 ( 0.0) |  38,  2 ( 2.4) |  83,  1 ( 1.4) |  69
<b>->Any additional other sign(s) or symptom(s) ?</b> (*),  84 (48.6) |  173, 15 (42.9) |  35, 37 (50.7) |  73, 32 (49.2) |  65
<b>>->Select additional other sign(s) or symptom(s) 4</b> (*),,,,
   ↳ Abdominal pain,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  1 ( 2.7) |  37,  0 ( 0.0) |  29
   ↳ Alopecia (Nonscarring hair loss),   1 ( 1.2) |   81,  0 ( 0.0) |  15,  1 ( 2.7) |  37,  0 ( 0.0) |  29
   ↳ Anorexia,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Apnoea,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Bleeding (Haemorrhage),   1 ( 1.2) |   81,  0 ( 0.0) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Bruising (Spontaneous ecchymoses),   1 ( 1.2) |   81,  0 ( 0.0) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Changes in skin texture,   2 ( 2.5) |   81,  0 ( 0.0) |  15,  2 ( 5.4) |  37,  0 ( 0.0) |  29
   ↳ Chills (without fever),   2 ( 2.5) |   81,  1 ( 6.7) |  15,  1 ( 2.7) |  37,  0 ( 0.0) |  29
   ↳ Cognitive impairment (Unspecified intellectual disabilities),   1 ( 1.2) |   81,  0 ( 0.0) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Conjunctivitis,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Cough,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  1 ( 2.7) |  37,  0 ( 0.0) |  29
   ↳ Diarrhea,   2 ( 2.5) |   81,  0 ( 0.0) |  15,  2 ( 5.4) |  37,  0 ( 0.0) |  29
   ↳ Difficulty eating or drinking (Dysphagia),   1 ( 1.2) |   81,  1 ( 6.7) |  15,  0 ( 0.0) |  37,  0 ( 0.0) |  29
   ↳ Difficulty in walking,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  1 ( 2.7) |  37,  0 ( 0.0) |  29
   ↳ Disturbance in attention (Altered mental status),   1 ( 1.2) |   81,  1 ( 6.7) |  15,  0 ( 0.0) |  37,  0 ( 0.0) |  29
   ↳ Erectile dysfunction,   1 ( 1.2) |   81,  0 ( 0.0) |  15,  1 ( 2.7) |  37,  0 ( 0.0) |  29
   ↳ Fainting / blackouts (Syncope and collapse),   2 ( 2.5) |   81,  1 ( 6.7) |  15,  0 ( 0.0) |  37,  1 ( 3.4) |  29
   ↳ Feeding difficulty,   3 ( 3.7) |   81,  1 ( 6.7) |  15,  1 ( 2.7) |  37,  1 ( 3.4) |  29
