field_name,form_name,field_type,field_label,parent,branching_logic
lesion_arms_type,daily,checkbox,Type of arms / hands lesions,lesion,[lesion_arms]='1'
lesion_arms_type___Vesicle,daily,binary,Vesicle,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type___Pustule,daily,binary,Pustule,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type___Ulcerated lesions,daily,binary,Ulcerated lesions,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type___Necrotising lesions,daily,binary,Necrotising lesions,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type___Fungating lesions,daily,binary,Fungating lesions,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type___Haemorrhagic lesions,daily,binary,Haemorrhagic lesions,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type___Other,daily,binary,Other,lesion_arms_type,[lesion_arms]='1'
lesion_arms_type_oth,daily,freetext,Specify other type of arms / hands lesions,lesion,[lesion_arms_type(88)]='1'
lesion_arms_num,daily,freetext,Number of arms / hands lesions,lesion,[lesion_arms]='1'
lesion_legs,daily,binary,Are there any lesions on the legs and/or feet?,lesion,[lesion_skinles]='1'
lesion_legs_type,daily,checkbox,Type of legs / feet lesions,lesion,[lesion_legs]='1'
lesion_legs_type___Vesicle,daily,binary,Vesicle,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type___Pustule,daily,binary,Pustule,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type___Ulcerated lesions,daily,binary,Ulcerated lesions,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type___Necrotising lesions,daily,binary,Necrotising lesions,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type___Fungating lesions,daily,binary,Fungating lesions,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type___Haemorrhagic lesions,daily,binary,Haemorrhagic lesions,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type___Other,daily,binary,Other,lesion_legs_type,[lesion_legs]='1'
lesion_legs_type_oth,daily,freetext,Specify other type of legs / feet lesions,lesion,[lesion_legs_type(88)]='1'
lesion_legs_num,daily,freetext,Number of legs / feet lesions,lesion,[lesion_legs]='1'
lesion_palm,daily,binary,Are there any lesions on the palms?,lesion,[lesion_skinles]='1'
lesion_palm_type,daily,checkbox,Type of palm lesions,lesion,[lesion_palm]='1'
lesion_palm_type___Vesicle,daily,binary,Vesicle,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type___Pustule,daily,binary,Pustule,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type___Ulcerated lesions,daily,binary,Ulcerated lesions,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type___Necrotising lesions,daily,binary,Necrotising lesions,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type___Fungating lesions,daily,binary,Fungating lesions,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type___Haemorrhagic lesions,daily,binary,Haemorrhagic lesions,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type___Other,daily,binary,Other,lesion_palm_type,[lesion_palm]='1'
lesion_palm_type_oth,daily,freetext,If other: Specify other type of palm lesions,lesion,[lesion_palm_type(88)]='1'
lesion_palm_num,daily,freetext,Number of palm lesions,lesion,[lesion_palm]='1'
lesion_sole,daily,binary,Are there any lesions on the soles?,lesion,[lesion_skinles]='1'
lesion_sole_type,daily,checkbox,Type of sole lesions,lesion,[lesion_sole]='1'
lesion_sole_type___Vesicle,daily,binary,Vesicle,lesion_sole_type,[lesion_sole]='1'
lesion_sole_type___Pustule,daily,binary,Pustule,lesion_sole_type,[lesion_sole]='1'
lesion_sole_type___Ulcerated lesions,daily,binary,Ulcerated lesions,lesion_sole_type,[lesion_sole]='1'
lesion_sole_type___Necrotising lesions,daily,binary,Necrotising lesions,lesion_sole_type,[lesion_sole]='1'
lesion_sole_type___Fungating lesions,daily,binary,Fungating lesions,lesion_sole_type,[lesion_sole]='1'
lesion_sole_type___Haemorrhagic lesions,daily,binary,Haemorrhagic lesions,lesion_sole_type,[lesion_sole]='1'
lesion_sole_type___Other,daily,binary,Other,lesion_sole_type,[lesion_sole]='1'
lesion_sole_oth,daily,freetext,If other: Specify other type of sole lesions,lesion,[lesion_sole_type(88)]='1'
lesion_sole_num,daily,freetext,Number of sole lesions,lesion,[lesion_sole]='1'
lesion_genit,daily,binary,Are there any lesions on the external genitalia?,lesion,[lesion_skinles]='1'
lesion_genit_type,daily,checkbox,Type of external genitalia lesions,lesion,[lesion_genit]='1'
lesion_genit_type___Vesicle,daily,binary,Vesicle,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type___Pustule,daily,binary,Pustule,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type___Ulcerated lesions,daily,binary,Ulcerated lesions,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type___Necrotising lesions,daily,binary,Necrotising lesions,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type___Fungating lesions,daily,binary,Fungating lesions,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type___Haemorrhagic lesions,daily,binary,Haemorrhagic lesions,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type___Other,daily,binary,Other,lesion_genit_type,[lesion_genit]='1'
lesion_genit_type_oth,daily,freetext,If other: Specify other type of external genitalia lesions,lesion,[lesion_genit_type(88)]='1'
lesion_genit_num,daily,freetext,Number of external genitalia lesions,lesion,[lesion_genit]='1'
lesion_peri,daily,binary,Are there any perianal lesions?,lesion,[lesion_skinles]='1'
lesion_peri_type,daily,checkbox,Type of perianal lesions,lesion,[lesion_peri]='1'
lesion_peri_type___Vesicle,daily,binary,Vesicle,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type___Pustule,daily,binary,Pustule,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type___Ulcerated lesions,daily,binary,Ulcerated lesions,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type___Necrotising lesions,daily,binary,Necrotising lesions,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type___Fungating lesions,daily,binary,Fungating lesions,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type___Haemorrhagic lesions,daily,binary,Haemorrhagic lesions,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type___Other,daily,binary,Other,lesion_peri_type,[lesion_peri]='1'
lesion_peri_type_oth,daily,freetext,Specify other type of perianal lesions,lesion,[lesion_peri_type(88)]='1'
lesion_peri_num,daily,freetext,Number of perianal lesions,lesion,[lesion_peri]='1'
lesion_mouth,daily,binary,Are there any lesions inside the mouth?,lesion,[lesion_mucos]='1'
lesion_mouth_stat,daily,checkbox,Inside mouth lesion status,lesion,[lesion_mouth]='1'
lesion_mouth_stat___Causing pain,daily,binary,Causing pain,lesion_mouth_stat,[lesion_mouth]='1'
lesion_mouth_stat___Bleeding or Discharge,daily,binary,Bleeding or Discharge,lesion_mouth_stat,[lesion_mouth]='1'
lesion_mouth_stat___Ulceration,daily,binary,Ulceration,lesion_mouth_stat,[lesion_mouth]='1'
lesion_vagin,daily,binary,Are there any lesions in the vaginal canal?,lesion,[lesion_mucos]='1'
lesion_vagin_stat,daily,checkbox,Vaginal canal lesion status,lesion,[lesion_vagin]='1'
lesion_vagin_stat___Causing pain,daily,binary,Causing pain,lesion_vagin_stat,[lesion_vagin]='1'
lesion_vagin_stat___Bleeding or Discharge,daily,binary,Bleeding or Discharge,lesion_vagin_stat,[lesion_vagin]='1'
lesion_vagin_stat___Ulceration,daily,binary,Ulceration,lesion_vagin_stat,[lesion_vagin]='1'
lesion_rectum,daily,binary,Are there any lesions in the rectum?,lesion,[lesion_mucos]='1'
lesion_rectum_stat,daily,checkbox,Rectal lesion status,lesion,[lesion_rectum]='1'
lesion_rectum_stat___Causing pain,daily,binary,Causing pain,lesion_rectum_stat,[lesion_rectum]='1'
lesion_rectum_stat___Bleeding or Discharge,daily,binary,Bleeding or Discharge,lesion_rectum_stat,[lesion_rectum]='1'
lesion_rectum_stat___Ulceration,daily,binary,Ulceration,lesion_rectum_stat,[lesion_rectum]='1'
lesion_rectum_stat___Tenesmus,daily,binary,Tenesmus,lesion_rectum_stat,[lesion_rectum]='1'
lesion_anorec,daily,binary,Ano-rectitis,lesion,[lesion_rectum]='1'
lesion_penis,daily,binary,Are there any lesions on the penis?,lesion,[lesion_mucos]='1'
lesion_penis_stat,daily,checkbox,Penile lesion status,lesion,[lesion_penis]='1'
lesion_penis_stat___Causing pain,daily,binary,Causing pain,lesion_penis_stat,[lesion_penis]='1'
lesion_penis_stat___Bleeding or Discharge,daily,binary,Bleeding or Discharge,lesion_penis_stat,[lesion_penis]='1'
lesion_penis_stat___Ulceration,daily,binary,Ulceration,lesion_penis_stat,[lesion_penis]='1'
lesion_othsite,daily,binary,Other site(s),lesion,[lesion_mucos]='1'
lesion_othsite_spec,daily,freetext,Specify other site(s),lesion,[lesion_othsite]='1'
lesion_othstat,daily,checkbox,Other site(s) lesion status,lesion,[lesion_othsite]='1'
lesion_othstat___Causing pain,daily,binary,Causing pain,lesion_othstat,[lesion_othsite]='1'
lesion_othstat___Bleeding or Discharge,daily,binary,Bleeding or Discharge,lesion_othstat,[lesion_othsite]='1'
lesion_othstat___Ulceration,daily,binary,Ulceration,lesion_othstat,[lesion_othsite]='1'
lesion_24hr,daily,binary,Have new skin or mucosal lesions appeared in the previous 24 hours? (may be best assessed by patients),lesion,[lesion_dailydata]='1'
lesion_sl,daily,categorical,Estimated total number of skin lesions on the body,lesion,[lesion_dailydata]='1'
lesion_sl___None,daily,binary,None,lesion_sl,[lesion_dailydata]='1'
lesion_sl___1,daily,binary,1,lesion_sl,[lesion_dailydata]='1'
lesion_sl___2-5,daily,binary,2-5,lesion_sl,[lesion_dailydata]='1'
lesion_sl___6-9,daily,binary,6-9,lesion_sl,[lesion_dailydata]='1'
lesion_sl___10-24,daily,binary,10-24,lesion_sl,[lesion_dailydata]='1'
lesion_sl___25-49,daily,binary,25-49,lesion_sl,[lesion_dailydata]='1'
lesion_sl___50-99,daily,binary,50-99,lesion_sl,[lesion_dailydata]='1'
lesion_sl___100-250,daily,binary,100-250,lesion_sl,[lesion_dailydata]='1'
lesion_sl___251-1000,daily,binary,251-1000,lesion_sl,[lesion_dailydata]='1'
lesion_sl___>1000,daily,binary,>1000,lesion_sl,[lesion_dailydata]='1'
lesion_ml,daily,categorical,Estimated total number of mucosal lesions on the body,lesion,[lesion_dailydata]='1'
lesion_ml___None,daily,binary,None,lesion_ml,[lesion_dailydata]='1'
lesion_ml___1,daily,binary,1,lesion_ml,[lesion_dailydata]='1'
lesion_ml___2-5,daily,binary,2-5,lesion_ml,[lesion_dailydata]='1'
lesion_ml___6-9,daily,binary,6-9,lesion_ml,[lesion_dailydata]='1'
lesion_ml___10-24,daily,binary,10-24,lesion_ml,[lesion_dailydata]='1'
lesion_ml___25-49,daily,binary,25-49,lesion_ml,[lesion_dailydata]='1'
lesion_ml___50-99,daily,binary,50-99,lesion_ml,[lesion_dailydata]='1'
lesion_ml___100-250,daily,binary,100-250,lesion_ml,[lesion_dailydata]='1'
lesion_ml___251-1000,daily,binary,251-1000,lesion_ml,[lesion_dailydata]='1'
lesion_ml___>1000,daily,binary,>1000,lesion_ml,[lesion_dailydata]='1'
lesion_slpain,daily,binary,Pain at any skin lesion site(s),lesion,[lesion_dailydata]='1'
lesion_slpain_score,daily,numeric,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",lesion,[lesion_slpain]='1'
lesion_mlpain,daily,binary,Pain at any mucosal lesion site(s),lesion,[lesion_dailydata]='1'
lesion_mlpain_score,daily,numeric,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",lesion,[lesion_mlpain]='1'
lesion_desc,daily,freetext,Describe any other lesion complication(s),lesion,[lesion_dailydata]='1'
treat,daily,section,RESPIRATORY SUPPORT,,
treat_o2supp,daily,binary,Supplemental oxygen,treat,
treat_nasalprongs,daily,binary,Nasal prongs,treat,[treat_o2supp] = '1'
treat_facemask,daily,binary,Face mask,treat,[treat_o2supp] = '1'
treat_hfno,daily,binary,High flow nasal oxygen,treat,[treat_o2supp] = '1'
treat_niv,daily,binary,Non-invasive ventilation,treat,[treat_o2supp] = '1'
treat_niv_type,daily,categorical,Type of non-invasive ventilation,treat,[treat_niv]='1'
treat_niv_type___CPAP,daily,binary,CPAP,treat_niv_type,[treat_niv]='1'
treat_niv_type___BIPAP,daily,binary,BIPAP,treat_niv_type,[treat_niv]='1'
treat_niv_type___Other,daily,binary,Other,treat_niv_type,[treat_niv]='1'
treat_niv_type_oth,daily,freetext,Specify other type of non-invasive ventilation,treat,[treat_niv_type]='88'
treat_imv,daily,binary,Invasive ventilation,treat,[treat_o2supp] = '1'
treat_ecmo,daily,binary,ECLS / ECMO,treat,[treat_o2supp] = '1'
treat_ecmo_type,daily,categorical,Type of ECLS / ECMO,treat,[treat_ecmo]='1'
treat_ecmo_type___Veno-venous (VV),daily,binary,Veno-venous (VV),treat_ecmo_type,[treat_ecmo]='1'
treat_ecmo_type___Veno-arterial (VA),daily,binary,Veno-arterial (VA),treat_ecmo_type,[treat_ecmo]='1'
treat_prone,daily,binary,Prone positioning,treat,
treat_prone_when,daily,categorical,When was the prone positioning?,treat,[treat_prone] = '1'
treat_prone_when___During invasive ventilation,daily,binary,During invasive ventilation,treat_prone_when,[treat_prone] = '1'
treat_prone_when___Whilst self-ventilating,daily,binary,Whilst self-ventilating,treat_prone_when,[treat_prone] = '1'
treat_pao2yn,daily,categorical,PaO2 sample type,treat,
treat_pao2yn___Arterial,daily,binary,Arterial,treat_pao2yn,
treat_pao2yn___Capillary,daily,binary,Capillary,treat_pao2yn,
treat_pao2yn___Venous,daily,binary,Venous,treat_pao2yn,
treat_pao2yn___Not done,daily,binary,Not done,treat_pao2yn,
treat_pao2,daily,numeric,PaO2 ,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
treat_pao2_units,daily,units,Select PaO2 units,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
treat_pao2_units___kPa,daily,binary,kPa,treat_pao2_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
treat_pao2_units___mmHg,daily,binary,mmHg,treat_pao2_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
treat_highfio,daily,numeric,FiO2 at time of PaO2 ,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
treat_highfio_units,daily,units,Select FiO2 at time of PaO2 units,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
"treat_highfio_units___Fraction, 0.21-1.0",daily,binary,"Fraction, 0.21-1.0",treat_highfio_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
"treat_highfio_units___%, 21-100",daily,binary,"%, 21-100",treat_highfio_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
treat_o2supp_oth,daily,binary,Other respiratory support intervention(s) or procedure(s),treat,
treat_o2supp_oth_spec,daily,freetext,Please specify other respiratory support intervention(s) or procedure(s),treat,[treat_o2supp_oth] = '1'
critd,daily,section,ADVANCED CARE INTERVENTIONS,,
critd_critcare,daily,binary,Were advanced care (including acute organ support and critical care) therapeutic interventions administered on this date?,critd,
critd_icu,daily,binary,ICU / ITU / HDU / Intermediate Care Unit admission,critd,[critd_critcare]='1'
critd_neuromusc,daily,binary,Neuromuscular blocking agents,critd,[critd_critcare]='1'
critd_nitricoxide,daily,binary,Inhaled nitric oxide,critd,[critd_critcare]='1'
critd_tracheostmy,daily,binary,Tracheostomy inserted,critd,[critd_critcare]='1'
critd_rtt,daily,binary,Renal replacement therapy (RRT) or dialysis / hemofiltration,critd,[critd_critcare]='1'
critd_rtt_typ,daily,categorical,Type of renal replacement therapy (RRT) or dialysis / hemofiltration,critd,[critd_rtt]='1'
critd_rtt_typ___Intermittent,daily,binary,Intermittent,critd_rtt_typ,[critd_rtt]='1'
critd_rtt_typ___Continuous,daily,binary,Continuous,critd_rtt_typ,[critd_rtt]='1'
critd_vasopress,daily,binary,Any vasopressor / inotropic support,critd,[critd_critcare]='1'
labs,daily,section,LABORATORY RESULTS,,
labs_dailydata,daily,binary,Enter Laboratory Results data for this date?,labs,
labs_fbc,daily,freetext,Full blood count,labs,[labs_dailydata]='1'
labs_haemo,daily,numeric,Haemoglobin ,labs,[labs_dailydata]='1'
labs_haemo_units,daily,units,Select Haemoglobin units,labs,[labs_dailydata]='1'
labs_haemo_units___g/dL,daily,binary,g/dL,labs_haemo_units,[labs_dailydata]='1'
labs_haemo_units___g/L,daily,binary,g/L,labs_haemo_units,[labs_dailydata]='1'
labs_wbccount,daily,numeric,White blood cell / WBC count (10^9/L),labs,[labs_dailydata]='1'
labs_neutrophil,daily,numeric,Neutrophils ,labs,[labs_dailydata]='1'
labs_neutrophil_units,daily,units,Select Neutrophils units,labs,[labs_dailydata]='1'
labs_neutrophil_units___10^9/L,daily,binary,10^9/L,labs_neutrophil_units,[labs_dailydata]='1'
labs_neutrophil_units___%,daily,binary,%,labs_neutrophil_units,[labs_dailydata]='1'
labs_lymphocyte,daily,numeric,Lymphocytes ,labs,[labs_dailydata]='1'
labs_lymphocyte_units,daily,units,Select Lymphocytes units,labs,[labs_dailydata]='1'
labs_lymphocyte_units___10^9/L,daily,binary,10^9/L,labs_lymphocyte_units,[labs_dailydata]='1'
labs_lymphocyte_units___%,daily,binary,%,labs_lymphocyte_units,[labs_dailydata]='1'
labs_eosinophil,daily,numeric,Eosinophils ,labs,[labs_dailydata]='1'
labs_eosinophil_units,daily,units,Select Eosinophils units,labs,[labs_dailydata]='1'
labs_eosinophil_units___10^9/L,daily,binary,10^9/L,labs_eosinophil_units,[labs_dailydata]='1'
labs_eosinophil_units___%,daily,binary,%,labs_eosinophil_units,[labs_dailydata]='1'
labs_hematocrit,daily,numeric,Haematocrit ,labs,[labs_dailydata]='1'
labs_hematocrit_units,daily,units,Select Haematocrit units,labs,[labs_dailydata]='1'
labs_hematocrit_units___%,daily,binary,%,labs_hematocrit_units,[labs_dailydata]='1'
labs_hematocrit_units___L/L,daily,binary,L/L,labs_hematocrit_units,[labs_dailydata]='1'
labs_platelets,daily,numeric,Platelets ,labs,[labs_dailydata]='1'
labs_platelets_units,daily,units,Select Platelets units,labs,[labs_dailydata]='1'
labs_platelets_units___10^9/L,daily,binary,10^9/L,labs_platelets_units,[labs_dailydata]='1'
labs_platelets_units___10^3/µL,daily,binary,10^3/µL,labs_platelets_units,[labs_dailydata]='1'
labs_coag,daily,freetext,Coagulation profile,labs,[labs_dailydata]='1'
labs_tqinr,daily,numeric,International Normalized Ratio / INR,labs,[labs_dailydata]='1'
labs_liver,daily,freetext,Liver profile,labs,[labs_dailydata]='1'
labs_bilirubin,daily,numeric,Total bilirubin ,labs,[labs_dailydata]='1'
labs_bilirubin_units,daily,units,Select Total bilirubin units,labs,[labs_dailydata]='1'
labs_bilirubin_units___µmol/L,daily,binary,µmol/L,labs_bilirubin_units,[labs_dailydata]='1'
labs_bilirubin_units___mg/dL,daily,binary,mg/dL,labs_bilirubin_units,[labs_dailydata]='1'
labs_altsgpt,daily,numeric,Alanine aminotransferase / ALT / SGPT (U/L),labs,[labs_dailydata]='1'
labs_alp,daily,numeric,Alkaline phosphatase / ALP (IU/L),labs,[labs_dailydata]='1'
labs_astsgot,daily,numeric,Aspartate aminotransferase / AST / SGOT (U/L),labs,[labs_dailydata]='1'
labs_ggt,daily,numeric,Gamma Glutamyl Transferase / GGT (U/L),labs,[labs_dailydata]='1'
labs_albumin,daily,numeric,Albumin ,labs,[labs_dailydata]='1'
labs_albumin_units,daily,units,Select Albumin units,labs,[labs_dailydata]='1'
labs_albumin_units___g/L,daily,binary,g/L,labs_albumin_units,[labs_dailydata]='1'
labs_albumin_units___mmol/L,daily,binary,mmol/L,labs_albumin_units,[labs_dailydata]='1'
labs_bloodglucose,daily,freetext,Blood glucose,labs,[labs_dailydata]='1'
labs_glucose,daily,numeric,Random blood glucose ,labs,[labs_dailydata]='1'
labs_glucose_units,daily,units,Select Random blood glucose units,labs,[labs_dailydata]='1'
labs_glucose_units___mmol/L,daily,binary,mmol/L,labs_glucose_units,[labs_dailydata]='1'
labs_glucose_units___mg/dL,daily,binary,mg/dL,labs_glucose_units,[labs_dailydata]='1'
labs_glucose_units___g/L,daily,binary,g/L,labs_glucose_units,[labs_dailydata]='1'
labs_hba1c,daily,numeric,HbA1C (%),labs,[labs_dailydata]='1'
labs_renal,daily,freetext,Renal and electrolyte profile,labs,[labs_dailydata]='1'
labs_ureanitro,daily,numeric,Blood Urea Nitrogen / BUN ,labs,[labs_dailydata]='1'
labs_ureanitro_units,daily,units,Select Blood Urea Nitrogen / BUN units,labs,[labs_dailydata]='1'
labs_ureanitro_units___mmol/L,daily,binary,mmol/L,labs_ureanitro_units,[labs_dailydata]='1'
labs_ureanitro_units___mg/dL,daily,binary,mg/dL,labs_ureanitro_units,[labs_dailydata]='1'
labs_creatinine,daily,numeric,Creatinine ,labs,[labs_dailydata]='1'
labs_creatinine_units,daily,units,Select Creatinine units,labs,[labs_dailydata]='1'
labs_creatinine_units___µmol/L,daily,binary,µmol/L,labs_creatinine_units,[labs_dailydata]='1'
labs_creatinine_units___mg/dL,daily,binary,mg/dL,labs_creatinine_units,[labs_dailydata]='1'
labs_sodium,daily,numeric,Sodium (mmol/L or mEq/L),labs,[labs_dailydata]='1'
labs_potassium,daily,numeric,Potassium (mmol/L or mEq/L),labs,[labs_dailydata]='1'
labs_creatineki,daily,numeric,Creatine kinase (U/L),labs,[labs_dailydata]='1'
labs_ldh,daily,numeric,Lactate dehydrogenase / LDH (U/L),labs,[labs_dailydata]='1'
labs_glomerular,daily,numeric,Estimated glomerular filtration rate / eGFR (mL/min/1.73m^2),labs,[labs_dailydata]='1'
labs_calcium,daily,numeric,Calcium ,labs,[labs_dailydata]='1'
labs_calcium_units,daily,units,Select Calcium units,labs,[labs_dailydata]='1'
labs_calcium_units___mmol/L,daily,binary,mmol/L,labs_calcium_units,[labs_dailydata]='1'
labs_calcium_units___mEq/L,daily,binary,mEq/L,labs_calcium_units,[labs_dailydata]='1'
labs_calcium_units___mg/dL,daily,binary,mg/dL,labs_calcium_units,[labs_dailydata]='1'
labs_inflammatory,daily,freetext,Inflammatory markers,labs,[labs_dailydata]='1'
labs_crp,daily,numeric,C-reactive protein / CRP ,labs,[labs_dailydata]='1'
labs_crp_units,daily,units,Select C-reactive protein / CRP units,labs,[labs_dailydata]='1'
labs_crp_units___mg/L,daily,binary,mg/L,labs_crp_units,[labs_dailydata]='1'
labs_crp_units___mg/dL,daily,binary,mg/dL,labs_crp_units,[labs_dailydata]='1'
labs_esr,daily,numeric,Erythrocyte sedimentation rate / ESR (mm/h),labs,[labs_dailydata]='1'
labs_bloodgas,daily,freetext,Blood gas testing,labs,[labs_dailydata]='1'
labs_bloodgas_type,daily,categorical,Blood gas specimen type,labs,[labs_dailydata]='1'
labs_bloodgas_type___Arterial,daily,binary,Arterial,labs_bloodgas_type,[labs_dailydata]='1'
labs_bloodgas_type___Capillary,daily,binary,Capillary,labs_bloodgas_type,[labs_dailydata]='1'
labs_bloodgas_type___Venous,daily,binary,Venous,labs_bloodgas_type,[labs_dailydata]='1'
labs_lactate,daily,numeric,Lactate ,labs,[labs_dailydata]='1'
labs_lactate_units,daily,units,Select Lactate units,labs,[labs_dailydata]='1'
labs_lactate_units___mmol/L,daily,binary,mmol/L,labs_lactate_units,[labs_dailydata]='1'
labs_lactate_units___mg/dL,daily,binary,mg/dL,labs_lactate_units,[labs_dailydata]='1'
labs_other,daily,freetext,Other blood testing,labs,[labs_dailydata]='1'
labs_cd4,daily,numeric,CD4 cell count ,labs,[labs_dailydata]='1'
labs_cd4_units,daily,units,Select CD4 cell count units,labs,[labs_dailydata]='1'
labs_cd4_units___cells/mm3,daily,binary,cells/mm3,labs_cd4_units,[labs_dailydata]='1'
labs_cd4_units___10^6 cells/L,daily,binary,10^6 cells/L,labs_cd4_units,[labs_dailydata]='1'
labs_cd4_units___cells/µL,daily,binary,cells/µL,labs_cd4_units,[labs_dailydata]='1'
labs_preg,daily,categorical,Pregnancy test,labs,[labs_dailydata]='1' and [demog_sex]='2'
labs_preg___Positive,daily,binary,Positive,labs_preg,[labs_dailydata]='1' and [demog_sex]='2'
labs_preg___Negative,daily,binary,Negative,labs_preg,[labs_dailydata]='1' and [demog_sex]='2'
labs_protein,daily,numeric,Total protein / TP ,labs,[labs_dailydata]='1'
labs_protein_units,daily,units,Select Total protein / TP units,labs,[labs_dailydata]='1'
labs_protein_units___g/dL,daily,binary,g/dL,labs_protein_units,[labs_dailydata]='1'
labs_protein_units___g/L,daily,binary,g/L,labs_protein_units,[labs_dailydata]='1'
imagi,daily,section,IMAGING,,
imagi_dailydata,daily,binary,Enter Imaging data for this date?,imagi,
imagi_xray,daily,binary,Chest X-ray performed,imagi,[imagi_dailydata]='1'
imagi_xray_result,daily,categorical,Chest X-ray findings associated with this illness.,imagi,[imagi_xray] = '1'
imagi_xray_result___Normal or no acute change,daily,binary,Normal or no acute change,imagi_xray_result,[imagi_xray] = '1'
imagi_xray_result___Abnormal or acute change,daily,binary,Abnormal or acute change,imagi_xray_result,[imagi_xray] = '1'
medi,medication,section,MEDICATION,,
medi_medtype,medication,categorical,Select agents administered while hospitalised or at discharge (one form per medication),medi,
medi_medtype___Analgesic,medication,binary,Analgesic,medi_medtype,
medi_medtype___Antibiotic,medication,binary,Antibiotic,medi_medtype,
medi_medtype___Antifungal,medication,binary,Antifungal,medi_medtype,
medi_medtype___Antipruritic,medication,binary,Antipruritic,medi_medtype,
medi_medtype___Antiviral,medication,binary,Antiviral,medi_medtype,
medi_medtype___Corticosteroid,medication,binary,Corticosteroid,medi_medtype,
medi_medtype___Topical antibiotic,medication,binary,Topical antibiotic,medi_medtype,
medi_medtype___Other,medication,binary,Other,medi_medtype,
medi_medtype_otherl2,medication,categorical,Select other agents administered while hospitalised or at discharge,medi,[medi_medtype]='88'
medi_medtype_otherl2___Anticoagulant,medication,binary,Anticoagulant,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Antihistamine,medication,binary,Antihistamine,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Antiprotozoal,medication,binary,Antiprotozoal,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Convalescent plasma,medication,binary,Convalescent plasma,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Diuretics,medication,binary,Diuretics,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Immunomodulator,medication,binary,Immunomodulator,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Immunosuppressive drugs (non-steroid),medication,binary,Immunosuppressive drugs (non-steroid),medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Inotropes / vasopressor,medication,binary,Inotropes / vasopressor,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Intravenous immunoglobulin,medication,binary,Intravenous immunoglobulin,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl2___Other,medication,binary,Other,medi_medtype_otherl2,[medi_medtype]='88'
medi_medtype_otherl3,medication,freetext,Specify other agents administered while hospitalised or at discharge,medi,[medi_medtype_otherl2]='88'
medi_treat,medication,binary,Is this medication treating the disease?,medi,
medi_antiviralagent,medication,categorical,Antiviral,medi,[medi_medtype] = '8'
medi_antiviralagent___Brincidofovir,medication,binary,Brincidofovir,medi_antiviralagent,[medi_medtype] = '8'
